,finger x,finger y,finger z
0,259.9917321840045,-210.90257277977406,95.84102239872692
1,259.92782448531335,-210.9669075218218,95.79671709713807
2,259.8644878458809,-211.03026295262683,95.75308672496264
3,259.8024584005983,-211.09169279130174,95.71080732258918
4,259.7425299846964,-211.15041742537926,95.67045541914356
5,259.6853841549518,-211.20581785487343,95.63251529484313
6,259.63149930750205,-211.25742300567973,95.59739127264416
7,259.5812052601939,-211.30489551191528,95.56541523732842
8,259.53474474638773,-211.34801236348167,95.53684515646616
9,259.49227865880766,-211.38664261632314,95.51185331723711
10,259.45389054994126,-211.42073089331916,95.49052156569796
11,259.41963593129185,-211.45029349536128,95.4728658428934
12,259.38959558077477,-211.4754105175651,95.45886870519446
13,259.3638690495706,-211.49620006820854,95.44848903058072
14,259.3425132658937,-211.51279205580866,95.44167005229151
15,259.32549403262675,-211.52531554639484,95.43836504932332
16,259.31271514724716,-211.53389279808104,95.4385533727206
17,259.3040819328716,-211.53864275342244,95.44222360375765
18,259.29951789126596,-211.53970769042803,95.44933675811033
19,259.29895555553594,-211.53729016431217,95.45979676263688
20,259.30231609165855,-211.53166610630043,95.47343877559595
21,259.3094604451508,-211.5231633794105,95.4900214241419
22,259.3201734225242,-211.51211813880997,95.50920996227966
23,259.3342122300176,-211.49881856335347,95.53055339482661
24,259.3513428343326,-211.48346211042607,95.55347642222891
25,259.3713481944778,-211.4661710151377,95.57731921129016
26,259.3940656542167,-211.44705616287848,95.60142249758813
27,259.4194078501468,-211.42625359067915,95.62520542878954
28,259.44732406557705,-211.40389302944772,95.64820198559165
29,259.4777769314563,-211.38004176764503,95.67006774401149
30,259.5107581521283,-211.35468183846945,95.69057206495785
31,259.5463100201236,-211.32772289962188,95.7095845141019
32,259.58456263625516,-211.29901951000517,95.7270567018436
33,259.62575596418094,-211.26838399877448,95.7429868567589
34,259.6701833178084,-211.2356076749089,95.75737567451748
35,259.71810648670174,-211.20048893788993,95.77019549786026
